Selected,Customer ID,Customer Name,Customer Class,Country,City,Currency ID,Terms,Customer Status,Sage Code,Customer Group,Category,Customer Region,Parent Code,Price Class ID,Price Class Name,Main A/CC Owner,Route Code,Route Name,Credit Limit,Rep Code,Sales Rep,Zone ID,Customer Zone,Address Line 1,Address Line 2,Address Line 3,Shipping Rule,Email,Statement Type,Business Account ID,Tax Registration ID,Statement cycle,Delivery
False,CUST100283,Enkorok Mara Camp Ltd,KPHOTEL,KE,,KES,30D,Active,24678,Kim-Fay Professional,,Nairobi Central,,KPBASE,KP Base price,,2A,CBD,"50,000.00",C967,Berna Piwang,Z002,CBD,P O Box 42428 00100,4Th Floor,,Back Order Allowed,caroline@asiliadventuresafaris.com,Open Item,,P051638154Q,MONTHLY,
False,CUST100284,Envirocare General Agencies Ltd,KPCCLNRS,KE,,KES,30D,Active,25116,Kim-Fay Professional,,Nairobi Central,,ENVIROCARE,Envirocare General Agencies Lt,,8A,Eldoret,72.00,P504,Diana Wendy,Z008,Western B,East African School Of Aviation,Unihouse,,Back Order Allowed,info@envirocare.co.ke,Open Item,,P051533357H,MONTHLY,
False,CUST100285,Ephaperis Investment,KPDIST,KE,,KES,30D,Active,25029,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,5N,South C,1.00,P505,Shirleen Chebet,Z005,Mombasa Road,P.O.BOX 771-00200,Reprographic House South C,,Back Order Allowed,WAEPHANTUS@YAHOO.COM,Open Item,,A004526916V,MONTHLY,
False,CUST100286,Equator Bottlers Ltd,KPINDUSTRY,KE,,KES,30D,Active,25218,Kim-Fay Professional,,West Nyanza,,KPBASE,KP Base price,,5A,Industrial Area,1.00,P104,Irene Luketelo,Z005,Mombasa Road,,Cocacola metro Office Industrial Area,,Back Order Allowed,AKerubo@ccbagroup.com,Open Item,,P000626429Y,MONTHLY,
False,CUST100287,Equitorial Office Plus Ltd,KPINDUSTRY,KE,,KES,15DS,Active,24471,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3K,Lavington,"200,000.00",P504,Diana Wendy,Z001,Westlands,C7 Merlin court,off Mbaazi avenue,,Back Order Allowed,rose.oketch@equatorialofficeplus.com,Open Item,,P051465379S,MONTHLY,
False,CUST100288,Equity Bank Ltd,KPBANK,KE,,KES,60DS,Active,23180,Kim-Fay Professional,,Nairobi West,,EQUITYBANK,Equity Bank Ltd 23180,,5P,Mombasa Road,"112,000,000.00",P025,Susan Mwathi,Z005,Mombasa Road,P O Box 75104 00200,Nhif 14Th Floor. Community,,Back Order Allowed,samuel.bari@equitybank.co.ke,Open Item,,P051166413P,MONTHLY,
False,CUST100289,Eranpere Investments,KPDIST,KE,,KES,30D,Active,24672,Kim-Fay Professional,,Nairobi East,,KPDISTRIB,KP Distributors,,2A,CBD,1.00,P505,Shirleen Chebet,Z002,CBD,P.O Box 3064,Fortis Suites,,Back Order Allowed,,Open Item,,P051618799H,MONTHLY,
False,CUST100290,Ernst And Young Ltd,KPSERVICE,KE,,KES,30DS,Active,23968,Kim-Fay Professional,,Nairobi West,,ERNSTANDYO,Ernst and Young Ltd,,3O,Upper Hill,"500,000.00",C1262,Mercyline Kemunto,Z003,Ngong,P.O.Box 44286-00100,Kenya Re Towers,,Back Order Allowed,patrick.gachie@ke.ey.com,Open Item,,P000629820Z,MONTHLY,
False,CUST100291,Eswaki Ventures Limited,KPDIST,KE,,KES,30D,Active,24949,Kim-Fay Professional,,Nairobi Central,,KPBASE,KP Base price,,2A,CBD,1.00,P505,Shirleen Chebet,Z002,CBD,P.O.BOX 966 - 00100,Uniafric House,,Back Order Allowed,eswakiventures@gmail.com,Open Item,,P051687452U,MONTHLY,
False,CUST100294,Excellent Hygiene Solutions,KPCCLNRS,KE,,KES,60DS,Inactive,23912,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,5Q,Athi River,"50,000.00",P504,Diana Wendy,Z005,Mombasa Road,P.O.Box 60944-00200,"Kitengela, Behind National Bank",,Back Order Allowed,,Open Item,,,MONTHLY,
False,CUST100295,Executive Concepts Ltd,KPSERVICE,KE,,KES,30D,Active,24081,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1D,Westlands,2.00,P505,Shirleen Chebet,Z001,Westlands,19031 - 00500,Cerenata Gardens Apartments,,Back Order Allowed,mehul@executivekenya.com,Open Item,,P051395867U,MONTHLY,
False,CUST100299,Fahari Hotels Ltd,KPHOTEL,KE,,KES,30D,Active,24036,Kim-Fay Professional,,Nairobi East,,FAHARIHOTE,Fahari Hotels ltd,,5T,Utawala,"80,000.00",P505,Shirleen Chebet,Z005,Mombasa Road,P O Box 317 00202,Off Eastern Bypass,,Back Order Allowed,sales@faharigardenshotel.co.ke,Open Item,,P051391820Q,MONTHLY,
False,CUST100300,Faida Investment Bank,KPSERVICE,KE,,KES,30D,Active,23836,Kim-Fay Professional,,Nairobi Central,,KPBASE,KP Base price,,2A,CBD,2.00,P505,Shirleen Chebet,Z002,CBD,,Windsor House,,Back Order Allowed,betty.mugweru@fib.co.ke,Open Item,,P051106520M,MONTHLY,
False,CUST100301,Fairview Hotel,KPHOTEL,KE,,KES,30DS,Active,2001,Kim-Fay Professional,,Nairobi West,,FAIRVIEWHO,Fairview Hotel,,3D,Community,0.00,C967,Berna Piwang,Z003,Ngong,P.O.Box 40842,Upperhill Bishop Road,,Back Order Allowed,rufus.mwangi@fairviewkenya.com,Open Item,,P000591349R,MONTHLY,
False,CUST100302,Falcon Heights Hotel,KPHOTEL,KE,,KES,30DS,Active,24243,Kim-Fay Professional,,Lower Mountain,,KPBASE,KP Base price,,6E,Nanyuki,0.00,P489,John Kaguai,Z006,Mountain,P.O Box 722,Thingithu - Along Rumuruti Road,,Back Order Allowed,storesfhh@gmail.com,Open Item,,P051623854K,MONTHLY,
False,CUST100303,Falcon Heights Management Company,KPPMGR,KE,,KES,30DS,Active,24685,Kim-Fay Professional,,Lower Mountain,CUST100302,FALCONHEIG,Falcon Heights Hotel,Maximillian Otieno,6E,Nanyuki,"200,000.00",P489,John Kaguai,Z006,Mountain,P.O Box 722,Nanyuki Town,,Back Order Allowed,storesphm@gmail.com,Open Item,,P051623854K,MONTHLY,
False,CUST100304,Family Health International,KPNGO,KE,,KES,30DS,Active,2287,Kim-Fay Professional,,Nairobi West,,FAMILYHEAL,Family Health International,,3C,Ngong Road,"400,000.00",P505,Shirleen Chebet,Z003,Ngong,P.O. Box 38835,Chancery Building,,Back Order Allowed,emwangi@fhi36.org,Open Item,,P051098087Q,MONTHLY,
False,CUST100305,Family Health International - Nakuru Branch,KPNGO,KE,,KES,30DS,Active,24680,Kim-Fay Professional,,South Rift,,KPBASE,KP Base price,,7C,Nakuru,"100,000.00",P505,Shirleen Chebet,Z007,Western A,P.O Box 13208 - 20100,"Westside Mall, 5Th Floor",,Back Order Allowed,kenya-info@fhi360.org,Open Item,,P051098087Q,MONTHLY,
False,CUST100306,Fao Somalia,KPNGO,KE,,KES,60DS,Active,2383B,Kim-Fay Professional,,Nairobi West,,FAOSOMALIA,FAO SOMALIA,,1C,Lower Kabete,"2,000,000.00",P193,June Chesire,Z001,Westlands,P O Box 1230,Ngecha Road Campus Off Lower Kabete Road,,Back Order Allowed,bernard.lunalo@fao.org,Open Item,,P051097694T,MONTHLY,
False,CUST100307,Farasi Management Ltd,KPPMGR,KE,,KES,30D,Active,25064,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3B,Karen,1.00,P104,Irene Luketelo,Z003,Ngong,P. O. Box 13579 - 00100,The Stable,,Back Order Allowed,farasimanagement@gmail.com,Open Item,,P051413784I,MONTHLY,
False,CUST100308,Farmers Choice Ltd,KPINDUSTRY,KE,,KES,60DS,Active,2199,Kim-Fay Professional,,Nairobi East,,FARMERSCHO,Farmers Choice Ltd,,4B,Kahawa,"4,000,000.00",P025,Susan Mwathi,Z004,Thika,P.O.Box 47791,"Kahawa Station Road, Off Kamiti Road",,Back Order Allowed,gmuchiri@farmerschoice.co.ke,Open Item,,P000592722P,MONTHLY,
False,CUST100310,Faulu Microfinance Bank Ltd,KPBANK,KE,,KES,30DS,Active,24585,Kim-Fay Professional,,Nairobi West,,FAULUMICRO,Faulu microfinance Bank ltd,,5I,Kayole,"39,000,000.00",P096,Doreen Mugwika,Z005,Mombasa Road,P.O Box 60240 - 00200,Racecourse Rd Next Equity Bank,,Back Order Allowed,Procurement@Faulukenya.Com,Open Item,,P051130245H,MONTHLY,
False,CUST100311,Fem Care Feminine Hygiene Sevices Ltd,KPCCLNRS,KE,,KES,CURRENT,Active,3747,Kim-Fay Professional,,Nairobi West,,FEMCAREFEM,Fem Care Feminine Hygiene,,1B,Waiyaki Way,2.00,P504,Diana Wendy,Z001,Westlands,P O Box 502 00200,Mountain View Estate,,Back Order Allowed,mngaruiya@fem-care.biz,Open Item,,P051152647T,MONTHLY,
False,CUST100312,Fidelity Shield Ins. Co C/O Knight Frank Kenya Ltd,KPPMGR,KE,,KES,60DS,Active,25211,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1D,Westlands,"100,000.00",P104,Irene Luketelo,Z001,Westlands,,Woodvale Groove,,Back Order Allowed,info@ke.knightfrank.com,Open Item,,P000609367J,MONTHLY,
False,CUST100313,Financial Sector Deepening Africa,KPNGO,KE,,KES,15DS,Active,24340,Kim-Fay Professional,,Nairobi West,,FINANCIALS,FINANCIAL SECTOR DEEPENING AFR,,1D,Westlands,0.00,P504,Diana Wendy,Z001,Westlands,P.O. Box 5980-00100,Riverside Green Suites,,Back Order Allowed,protocol@fsdafrica.org,Open Item,,P051531433R,MONTHLY,
False,CUST100315,Flame Grill Ltd,KPREST,KE,,KES,30D,Active,24670,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5I,Kayole,"100,000.00",P104,Irene Luketelo,Z005,Mombasa Road,P.O Box 3896 - 00200,Spine Road,,Back Order Allowed,info@flamegrill.co.ke,Open Item,,P051442922V,MONTHLY,
False,CUST100316,Flamingo Horticulture (K) Ltd,KPAGRI,KE,,KES,60DS,Active,3513,Kim-Fay Professional,,Nairobi East,,FINLAYSHOR,Finlays Horticulture (K) Ltd,,5D,JKIA,0.00,P193,June Chesire,Z005,Mombasa Road,"P.O.Box 10222-00400,",Saku Business Park,,Back Order Allowed,isaac.korir@flamingo.net,Open Item,,P000593831T,MONTHLY,
False,CUST100317,Flavor Town Cafe,KPHOTEL,KE,,KES,30DS,Inactive,24767,Kim-Fay Professional,,Nairobi Central,,FLAVORTOWN,Flavor Town Cafe,,2A,CBD,"600,000.00",YVON,Yvonne Achieng,Z002,CBD,P.O.BOX 37078 - 00200,Koinange Street,,Back Order Allowed,logistics@flavourtowncafe.com,Open Item,,P051629926T,MONTHLY,
False,CUST100320,For You Chinese Restaurant,KPREST,KE,,KES,30DS,Active,23550,Kim-Fay Professional,,Nairobi West,,FORYOUCHIN,For you chinese restaurant,,3C,Ngong Road,"500,000.00",C967,Berna Piwang,Z003,Ngong,P.O. BOX 10143,Gitanga Road / Oledume Road. Junction,,Back Order Allowed,,Open Item,,P051148232V,MONTHLY,
False,CUST100321,Foresight Innovations Ltd,KPCCLNRS,KE,,KES,30DS,Active,24464,Kim-Fay Professional,,Nairobi Central,,FORESIGHTI,Foresight Innovations,,2A,CBD,"1,200,000.00",P104,Irene Luketelo,Z002,CBD,P.O. Box 16518-00100,Nation Centre,,Back Order Allowed,foresight_innovations@yahoo.com,Open Item,,P051142997H,MONTHLY,
False,CUST100322,Fostersey Africa Ltd,KPDIST,KE,,KES,7 DAYS,Active,25069,Kim-Fay Professional,,Nairobi West,,KPDISTRIB,KP Distributors,,1C,Lower Kabete,"50,000.00",P505,Shirleen Chebet,Z001,Westlands,28216-00100,Kitusuru Place,,Back Order Allowed,sales@fostersey.com,Open Item,,P051659957F,MONTHLY,
False,CUST100325,Freds Academy Annexe,KPEDU,KE,,KES,30DS,Active,24515,Kim-Fay Professional,,Upper Mountain,,FREDSACADE,Freds Academy,,6F,Meru,"50,000.00",P489,John Kaguai,Z006,Mountain,P.O. BOX 2674-60200,Freds Academy Annexe,,Back Order Allowed,betty.kamunde@fredsannexe.com,Open Item,,P051368215A,MONTHLY,
False,CUST100326,Freight In Time Ltd,KPSERVICE,KE,,KES,30D,Active,3729,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5D,JKIA,"50,000.00",P504,Diana Wendy,Z005,Mombasa Road,P O Box 41852 00100,"Freight Building, Second Freight Lane",,Back Order Allowed,fit@freight-in-time.com,Open Item,,P051124154Q,MONTHLY,
False,CUST100327,Fresh Life Sanitation Services Ltd,KPSERVICE,KE,,KES,30D,Active,25210,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5P,Mombasa Road,2.00,YVON,Yvonne Achieng,Z005,Mombasa Road,P.O.BOX 24523 - 00100,Sameer Africa Plc Next To Nissan Centre,,Back Order Allowed,procurement@fresh-life.org,Open Item,,P052246472J,MONTHLY,
False,CUST100329,Friends Of Karura Forest,KPPMGR,KE,,KES,30DS,Inactive,24510,Kim-Fay Professional,,Nairobi West,,FRIENDSOFK,Friends of Karura Forest,,1L,Gigiri,0.00,P504,Diana Wendy,Z001,Westlands,,Karura Forest,,Back Order Allowed,lnjoka@karurafriends.org,Open Item,,P051197963Z,MONTHLY,
False,CUST100330,Frozen Desserts Ltd,KPSERVICE,KE,,KES,30D,Active,25256,Kim-Fay Professional,,Nairobi East,,FROZENDESE,Frozen Deserts Ltd,,5R,Kitengela,1.00,P505,Shirleen Chebet,Z005,Mombasa Road,42335-00100,"Ole Timz Building, Kitengela",,Back Order Allowed,frozencocktails2019@gmail.com,Open Item,,P051874630J,MONTHLY,
False,CUST100331,G4S Security Services (K) Ltd,KPSERVICE,KE,,KES,60DS,Active,3562,Kim-Fay Professional,,Nairobi East,,G4SSECURIT,G4s security services,,5P,Mombasa Road,"1,200,000.00",P104,Irene Luketelo,Z005,Mombasa Road,"Witu Road,",Witu Rd G4S Hq,,Back Order Allowed,milkah.mburu@ke.g4s.com,Open Item,,P000618582J,MONTHLY,
False,CUST100333,Galana Energies Limited,KPDIST,KE,,KES,30DS,Active,3817,Kim-Fay Professional,,Nairobi West,,GALANAOILK,Galana Oil (K) Ltd,,1B,Waiyaki Way,"450,000.00",YVON,Yvonne Achieng,Z001,Westlands,P O Box 11672 00100,"2Nd Floor, Delta Office Suites, Block B,",,Back Order Allowed,mwangi@galanaoil.com,Open Item,,P051133705K,MONTHLY,
False,CUST100336,Garden City R. Mgmt Ltd C/O Knight Frank Kenya Ltd,KPPMGR,KE,,KES,60DS,On Hold,25208,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,4C,Thika Road,"100,000.00",P104,Irene Luketelo,Z004,Thika,,Garden City 4C,,Back Order Allowed,ruth.gitau@ke.knightfrank.com,Open Item,,P051424575I,MONTHLY,
False,CUST100337,Garden Properties Ltd C/O Knight Frank Ltd,KPPMGR,KE,,KES,60DS,Active,24673,Kim-Fay Professional,,Nairobi West,,KNIGHTFRAN,Knight Frank Services Ltd 3682,,1D,Westlands,"400,000.00",P104,Irene Luketelo,Z001,Westlands,,Rma Service Centre Next To Delta Corner,,Back Order Allowed,evar.kathambi@ke.knightfrank.com,Open Item,,P051423005L,MONTHLY,
False,CUST100338,Garinet Ltd,KPDIST,KE,,KES,30D,Inactive,23857,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,5P,Mombasa Road,"30,000.00",YVON,Yvonne Achieng,Z005,Mombasa Road,P.O.Box 22387-00100,"Mombasa Road, Entrance Next To Foton",,Back Order Allowed,moureen.syekei@gmail.com,Open Item,,,MONTHLY,
False,CUST100339,Gauchos Ltd,KPREST,KE,,KES,30DS,Active,23692,Kim-Fay Professional,,Nairobi West,,GAUCHOSLTD,Gauchos Ltd,,1D,Westlands,"400,000.00",C967,Berna Piwang,Z001,Westlands,P.O.Box 14215-00800,"Viking House, Westlands",,Back Order Allowed,fogogauchoaccts@gmail.com,Open Item,,P051212272T,MONTHLY,
False,CUST100340,Gazebo Hospitality Ltd,KPHOTEL,KE,,KES,30DS,Inactive,3622,Kim-Fay Professional,,South Rift,,KPBASE,KP Base price,,7A,Naivasha,"200,000.00",P183,Mercy Irungu,Z007,Western A,Naivasha,,,Back Order Allowed,raelnimmo@yahoo.com,Open Item,,P051157536B,MONTHLY,
False,CUST100341,Gearbox Limited,KPSERVICE,KE,,KES,30D,Active,25013,Kim-Fay Professional,,Nairobi East,,GEARBOXLIM,Gear box limited,,5A,Industrial Area,1.00,P505,Shirleen Chebet,Z005,Mombasa Road,P. O. BOX 58275 - 00200,Avon Centre entreprise Rd,,Back Order Allowed,ACCOUNTS@GEARBOX.CO.KE,Open Item,,P051537983Z,MONTHLY,
False,CUST100342,Gelian Investment Ltd (Gelian Hotel),KPHOTEL,KE,,KES,30DS,Active,24214,Kim-Fay Professional,,Eastern,,GELIANINVE,Gelian Investment Ltd,,10A,Machakos,1.00,P193,June Chesire,Z010,Eastern,P.O. Box 2750 - 90100,Mwatu Wa Ngoma Street,,Back Order Allowed,purchasing@gelianhotel.com,Open Item,,P051347410T,MONTHLY,
False,CUST100343,Gemini Properties Ltd,KPPMGR,KE,,KES,60DS,On Hold,23391,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1L,Gigiri,"50,000.00",P025,Susan Mwathi,Z001,Westlands,"P O Box 49434,",Masari Rd,,Back Order Allowed,,Open Item,,,MONTHLY,
False,CUST100344,General Foods Kenya Ltd,KPDIST,KE,,KES,60DS,Active,1009,Kim-Fay Professional,,Nairobi East,,KPDISTRIB,KP Distributors,,4C,Thika Road,"1,400,000.00",P504,Diana Wendy,Z004,Thika,P.O.BOX 40517,Off Baba Dogo Road,,Back Order Allowed,gfk@africaonline.co.ke,Open Item,,P000592660W,MONTHLY,
False,CUST100345,Gerdex Kenya Limited,KPPMGR,KE,,KES,30D,Active,25014,Kim-Fay Professional,,Nairobi East,,GERDEXKENY,Gerdex Kenya Ltd,,4C,Thika Road,2.00,P104,Irene Luketelo,Z004,Thika,P.O.BOX 1970 - 00100,Ruiru Plaza,,Back Order Allowed,GERDEX@GMAIL.COM,Open Item,,P051800855H,MONTHLY,
False,CUST100346,German School Society,KPEDU,KE,,KES,30DS,Active,24139,Kim-Fay Professional,,Nairobi West,,GERMANSCHO,German school society,,1L,Gigiri,"200,000.00",P096,Doreen Mugwika,Z001,Westlands,P.O. Box 978 - 00621,German School,,Back Order Allowed,facilitymanager@germanschool.co.ke,Open Item,,P000607168E,MONTHLY,
False,CUST100347,Gertrudes Garden Childrens Hospital,KPHEALTH,KE,,KES,90DS,Active,2353,Kim-Fay Professional,,Nairobi West,,GERTRUDESG,Gertrudes Garden Children,,1M,Muthaiga,"2,400,000.00",P193,June Chesire,Z001,Westlands,P.O.Box 42325,Muthaiga Hospital,,Back Order Allowed,emokonge@gerties.org,Open Item,,P000636846E,MONTHLY,
False,CUST100350,Gkay Supplies Ltd,KPDIST,KE,,KES,30D,Active,24946,Kim-Fay Professional,,Nairobi East,,KPDISTRIB,KP Distributors,,4B,Kahawa,1.00,C967,Berna Piwang,Z004,Thika,64776-00620,Kahawa Sukari,,Back Order Allowed,gkaysupplies@gmail.com,Open Item,,P051568441N,MONTHLY,
False,CUST100351,G-Kraft Enterprises Ltd,KPINDUSTRY,KE,,KES,30D,Inactive,24501,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,4C,Thika Road,"200,000.00",P183,Mercy Irungu,Z004,Thika,P.O Box 11347 - 00400,Thika Road,,Back Order Allowed,,Open Item,,,MONTHLY,
False,CUST100352,Haleon Kenya Ltd,KPHEALTH,KE,,KES,60DS,Active,2378B,Kim-Fay Professional,,Nairobi East,,GLAXOSMITH,Glaxosmithkline pharmaceutical,,5A,Industrial Area,0.00,C1262,Mercyline Kemunto,Z005,Mombasa Road,,Likoni Road,,Back Order Allowed,sandeep.8.singh@haleon.com,Open Item,,P000607685K,MONTHLY,
False,CUST100353,Glaxosmithkline Pharmaceutical Kenya Ltd,KPHEALTH,KE,,KES,60DS,Active,25236,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5A,Industrial Area,0.00,C967,Berna Piwang,Z005,Mombasa Road,78392-00507,Likoni Road,,Back Order Allowed,janet.j.kisormoi@gsk.com,Open Item,,P000607685K,MONTHLY,
False,CUST100354,Globo Chemicals (U) Ltd - Consumables,KPEXP,UG,Kyebando,USD,30D,Active,24376,Kim-Fay Professional,,Uganda,,GLOBOCHEMI,Globo Chemicals ( U) Ltd,,14C,Uganda,0.00,P201,Florence Karaya,Z014,Exports,Tirupati Business Park 012,Uganda,,Back Order Allowed,john.magara@globochemicals.com,Open Item,,,MONTHLY,
False,CUST100355,Globo Chemicals (U) Ltd - Closed,KPDIST,UG,,USD,30D,Inactive,24375,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,14C,Uganda,"200,000.00",P201,Florence Karaya,Z014,Exports,P.O Box 35657,Uganda,,Back Order Allowed,,Open Item,,,MONTHLY,
False,CUST100357,Glumaven Ltd,KPINDUSTRY,KE,,KES,30D,Inactive,24485,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,5O,South B,"50,000.00",P183,Mercy Irungu,Z005,Mombasa Road,P.O. Box 53138 - 00200,South B,,Back Order Allowed,,Open Item,,,MONTHLY,
False,CUST100358,Golden Ivy Investment Ltd,KPSERVICE,KE,,KES,30D,Active,24545,Kim-Fay Professional,,Nairobi West,,GOLDENIVYI,Golden Ivy investments,,3B,Karen,1.00,C967,Berna Piwang,Z003,Ngong,P.O Box 59830 - 00200,Golden Ivy Plaza,,Back Order Allowed,bgitau26@gmail.com; info@wacein.com,Open Item,,P051389612F,MONTHLY,
False,CUST100359,Golden Jubilee Ltd,KPHOTEL,KE,,KES,60DS,Active,23174,Kim-Fay Professional,,Nairobi West,,GOLDENJUBI,Golden Jubilee ltd 23174,,3O,Upper Hill,"6,250,000.00",P193,June Chesire,Z003,Ngong,P O Box 25574 00100,Crown Plaza,,Back Order Allowed,mathenge.samuel@accor.com,Open Item,,P051192432Z,MONTHLY,
False,CUST100361,Golf Course Hotel T/A Movenpick Hotel,KPHOTEL,KE,,KES,30D,Active,24804,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1D,Westlands,"300,000.00",C1262,Mercyline Kemunto,Z001,Westlands,P.O.BOX 49719 - 00100,"Westlands Opp Unga House, Mkungu Lane",,Back Order Allowed,joyce.wadundwe@movenpick.com,Open Item,,P051340957C,DAILY,
False,CUST100362,Gonita Ltd C/O Knight Frank Kenya Ltd,KPPMGR,KE,,KES,30DS,On Hold,25209,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1B,Waiyaki Way,"50,000.00",P104,Irene Luketelo,Z001,Westlands,,Westlands,,Back Order Allowed,info@ke.knightfrank.com,Open Item,,P051199219C,MONTHLY,
False,CUST100364,Goodman Agenies Ltd C/O Knight Frank Kenya Ltd,KPPMGR,KE,,KES,30DS,On Hold,25203,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1B,Waiyaki Way,"100,000.00",P104,Irene Luketelo,Z001,Westlands,,Goodman Plaza Waiyaki Way,,Back Order Allowed,sharon.agunda@ke.knightfrank.com,Open Item,,P051094269G,MONTHLY,
False,CUST100365,Gordon Court Ltd,KPPMGR,KE,,KES,30DS,Active,23652,Kim-Fay Professional,,Nairobi West,,GORDONCOUR,Gordon Court Ltd,,1D,Westlands,"800,000.00",P104,Irene Luketelo,Z001,Westlands,P.O.Box 30389-00100,Apollo Centre,,Back Order Allowed,info@apollocentre.org,Open Item,,P000591707L,MONTHLY,
False,CUST100366,Grab & Go Cakes And Pastries,KPREST,KE,,KES,30D,Active,24984,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5C,Embakasi,1.00,P025,Susan Mwathi,Z005,Mombasa Road,34967-00200,Ruai,,Back Order Allowed,simonngochi@gmail.com,Open Item,,A002877014V,MONTHLY,
False,CUST100367,Grand Cafe And Indian Cuisine Ltd,KPREST,KE,,KES,15DS,On Hold,24645,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3L,Hurlingham,"50,000.00",P096,Doreen Mugwika,Z003,Ngong,P.O Box 27789 - 00100,Lenana Towers 843,,Back Order Allowed,info@grandcafe.co.ke,Open Item,,P051572693Q,MONTHLY,
False,CUST100368,Grand West Hotel And Apartments,KPHOTEL,KE,,KES,30DS,Active,25059,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1D,Westlands,"200,000.00",C967,Berna Piwang,Z001,Westlands,1919-00600,Karuna Road,,Back Order Allowed,accounts@bestwesternpluswestlands.com,Open Item,,P051375087O,MONTHLY,
False,CUST100369,Grandways Venture Ltd,KPPMGR,KE,,KES,30DS,Active,23725,Kim-Fay Professional,,West Nyanza,,SHILOAHINV,Shiloah investment,,7F,Kisumu,"600,000.00",P489,John Kaguai,Z007,Western A,P.O.Box 2501-40100,Reliance Centre,,Back Order Allowed,john-accounts@shiloahmega.com,Open Item,,P051120712Z,MONTHLY,
False,CUST100370,Grant Thornton Management Ltd,KPSERVICE,KE,,KES,30DS,Active,3548,Kim-Fay Professional,,Nairobi West,,GRANTTHORN,Grant thornton consulting Ltd,,1D,Westlands,"150,000.00",P504,Diana Wendy,Z001,Westlands,P.O.Box 46986-00100,"5Th Floor, Avocado Towers Muthithi Road",,Back Order Allowed,solomon.ochieng@ke.gt.com,Open Item,,P051335071C,MONTHLY,
False,CUST100371,Great Rift Valley Lodge,KPHOTEL,KE,,KES,60DS,Active,3575,Kim-Fay Professional,,South Rift,,GREATRIFTV,Great Rift Valley Lodge,,7A,Naivasha,"500,000.00",YVON,Yvonne Achieng,Z007,Western A,"P.O.Box 1540,",Naivasha,,Back Order Allowed,Nancy.Muthoni@riftvalley-resort.co.ke,Open Item,,P051116703Z,MONTHLY,
False,CUST100372,Greenmar Associates (K) Ltd,KPCCLNRS,KE,,KES,30DS,Active,24500,Kim-Fay Professional,,Nairobi West,,GREENMARAS,Greenmar Associates (K)ltd,,3B,Karen,1.00,P505,Shirleen Chebet,Z003,Ngong,P.O Box 47521-00100,Golden Ivy Plaza,,Back Order Allowed,greenmarkenya@gmail.com; info@greenmarkenya.com; cynthiamwabishi@greenmarkenya.com,Open Item,,P051422714O,MONTHLY,
False,CUST100373,Greenspan Mall Ltd C/O Excellerate Kenya Limited.,KPPMGR,KE,,KES,30DS,Active,24390,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5K,Donholm,"200,000.00",P505,Shirleen Chebet,Z005,Mombasa Road,Genadier Tower 2nd Floor,"Greenspan Mall, Donholm",,Back Order Allowed,anne.ngige@cbreexcellerate.com,Open Item,,P051549565Y,MONTHLY,
False,CUST100374,Greensteds School Ltd,KPEDU,KE,,KES,45DS,Active,24746,Kim-Fay Professional,,South Rift,,GREENSTEDS,Greensteds School ltd,,7C,Nakuru,"900,000.00",P489,John Kaguai,Z007,Western A,Private Bag,Greenview,,Back Order Allowed,purchasing@greenstedsschool.com,Open Item,,P000629467M,15DAYS,
False,CUST100375,Gulf African Bank Ltd,KPSERVICE,KE,,KES,30DS,Active,23459,Kim-Fay Professional,,Nairobi West,,GULFAFRICA,Gulf AfricanBank,,3O,Upper Hill,"400,000.00",YVON,Yvonne Achieng,Z003,Ngong,P O Box 43683-00100,Gemini Insurance Plaza,,Back Order Allowed,halima.adan@gab.co.ke,Open Item,,P051194673F,MONTHLY,
