Customer ID,Customer Name,Channel,Rep,RepCode,Region,Email
CUST102654,Cleanshelf Supermarket - South B,Modern Trade T2,Zipporah Wangeci,P443,Nairobi East,moderntrade.nrb@kimfay.com
CUST101248,Naivasha self service store - Langata,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101334,Quick Mart Ltd - Rongai,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST101415,Naivasha Self Services Store - Maiyan,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101160,Cleanshelf Supermarket - Langata,Modern Trade T2,Zipporah Wangeci,P443,Nairobi West,moderntrade.nrb@kimfay.com
CUST101163,Cleanshelf Supermarket - Rongai,Modern Trade T2,Zipporah Wangeci,P443,Nairobi West,moderntrade.nrb@kimfay.com
CUST101908,Majid Al Futtaim Hypermarkets Ltd - South Field,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST102283,Naivasha Self Service Store - Imara Daima,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101316,Quick Mart - Kiserian Branch,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST101347,Quickmart Rongai Express,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST101224,Majid Al Futtaim Hypermarkets Ltd - The Mega,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST101221,MAJID AL FUTTAIM HYPERMARKETS - GALLERIA,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST102330,Quick Mart -Tmall,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102468,Naivasha Self Service Store - Nairobi West,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST102841,Naivasha Self Service Store - Langata Medlink,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101184,DEFWES Langata - CAFETERIA 61C,Modern Trade T2,Zipporah Wangeci,P443,Nairobi Key Accounts,moderntrade.nrb@kimfay.com
CUST101185,DEFWES Langata Barracks,Modern Trade T2,Zipporah Wangeci,P443,Nairobi Key Accounts,moderntrade.nrb@kimfay.com
CUST101188,DEFWES Memorial Hospital,Modern Trade T2,Zipporah Wangeci,P443,Nairobi Key Accounts,moderntrade.nrb@kimfay.com
CUST101507,Quick Mart - Kakamega,Modern Trade T1,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST102725,Naivasha Self Service Store - Kakamega,Modern Trade T1,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST101143,Chandarana Kakamega,Modern Trade T2,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST102546,Khetia Drapers Ltd - Busia,Modern Trade T2,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST102548,Khetia Drapers Ltd - Kakamega Poa,Modern Trade T2,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST102547,Khetia Drapers Ltd - Midtown,Modern Trade T2,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST101318,Quick Mart - Oginga Odinga,Modern Trade T1,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST101152,Chandarana Westend,Modern Trade T2,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST101935,Quick Mart Ltd - Kisii Branch,Modern Trade T1,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST102606,Naivasha Self Service Store - Kisii Hyper,Modern Trade T1,George Amenya,P120,South Nyanza,gamenya@kimfay.com
CUST101234,Naivasha Self Service Store -  Mega City,Modern Trade T1,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST101323,Quick Mart Kondele Godown,Modern Trade T1,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST101532,Quick Mart - Mayfair,Modern Trade T1,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST101267,Naivasha Self Service Stores - Kisumu,Modern Trade T1,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST101906,Majid Al Futtaim Hypermarkets Ltd - Kisumu 1,Modern Trade T1,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST101245,Naivasha Self Service Store - Kericho Branch,Modern Trade T1,George Amenya,P120,South Nyanza,gamenya@kimfay.com
CUST101328,Quick Mart Ltd - Kericho Branch,Modern Trade T1,George Amenya,P120,South Nyanza,gamenya@kimfay.com
CUST101868,"Naivasha Self Service Store -  Simba, Kisumu",Modern Trade T1,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST102544,Khetia Drapers Ltd - Dala,Modern Trade T2,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST102545,Khetia Drapers Ltd - Victoria,Modern Trade T2,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST101278,Naivasha Self Services Store - Kisii,Modern Trade T1,George Amenya,P120,South Nyanza,gamenya@kimfay.com
CUST102887,DEFWES 38s Kisumu,Modern Trade T2,George Amenya,P120,West Nyanza,gamenya@kimfay.com
CUST101194,DEFWES State House,Modern Trade T2,Zipporah Wangeci,P443,Nairobi Key Accounts,moderntrade.nrb@kimfay.com
CUST101273,Naivasha Self Services Store - Green House,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101324,Quick Mart Ltd - CHAKA,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST101338,Quick Mart Ltd -Kilimani Branch,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102999,Naivasha Self Service Store - wood Avenue kilimani,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101138,Chandarana Adlife,Modern Trade T2,Kevin Werunga,P230,Nairobi Key Accounts,kelvin.werunga@kimfay.com
CUST101236,Naivasha Self Service Store -  Waterfront Karen,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST102587,Naivasha Self Service Store -  One Stop Karen,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101136,Chandarana - The Well,Modern Trade T2,Kevin Werunga,P230,Nairobi Key Accounts,kelvin.werunga@kimfay.com
CUST102727,Chandarana My Town,Modern Trade T2,Kevin Werunga,P230,Nairobi Key Accounts,kelvin.werunga@kimfay.com
CUST102371,Majid Al Futtaim Hypermarkets Ltd - Kilimani,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST101169,DEFWES DOD,Modern Trade T2,Zipporah Wangeci,P443,Nairobi Key Accounts,moderntrade.nrb@kimfay.com
CUST101170,DEFWES DOD: Water Works,Modern Trade T2,Zipporah Wangeci,P443,Nairobi Key Accounts,moderntrade.nrb@kimfay.com
CUST101331,Quick Mart Ltd - Lavington Branch,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102393,Majid Al Futtaim Hypermarkets Ltd - Valley Arcade,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST101223,Majid Al Futtaim Hypermarkets Ltd - The Hub,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST101292,Naivasha Self Services Store - Riruta,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101330,Quick Mart Ltd - Kikuyu,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST101275,Naivasha Self Services Store - Homeground,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101291,Naivasha Self Services Store - Ngong Town 2,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST102342,Quick Mart -Milele,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102357,Quick Mart - Karen,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102876,Cleanshelf Supermarket - Ngong,Modern Trade T2,Dennis Mutwiri,P293,Nairobi East,dennis.kac@kimfay.com
CUST101171,DEFWES DSC Karen,Modern Trade T2,Zipporah Wangeci,P443,Nairobi Key Accounts,moderntrade.nrb@kimfay.com
CUST103040,Maguna's Super stores (K) Ltd - Ngong Town,Modern Trade T2,Dennis Mutwiri,P293,Nairobi West,dennis.kac@kimfay.com
CUST101247,Naivasha Self Service Store - Kilimani,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101257,Naivasha Self Service Store - prestige,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101153,Chandarana Yaya,Modern Trade T2,Kevin Werunga,P230,Nairobi Key Accounts,kelvin.werunga@kimfay.com
CUST101249,Naivasha Self Service Store - lavington curve,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST102513,Quick Mart Ltd - Kileleshwa Branch,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102682,Naivasha Self Service Store - Kingara Road,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101145,Chandarana Lavington,Modern Trade T2,Kevin Werunga,P230,Nairobi Key Accounts,kelvin.werunga@kimfay.com
CUST101227,Majid Al Futtaim Hypermarkets Ltd- Junction Mall,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST101349,Quickmart Utawala,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST101891,Naivasha Self Service Store - Express Embakasi.,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101173,DEFWES Embakasi Garrison,Modern Trade T2,Zipporah Wangeci,P443,Nairobi Key Accounts,moderntrade.nrb@kimfay.com
CUST101296,Naivasha Self Services Store - Utawala,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101350,Quickmart Utawala Express,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST101209,Maguna's Super stores (K) Ltd - UTAWALA,Modern Trade T2,Dennis Mutwiri,P293,Nairobi West,dennis.kac@kimfay.com
CUST101335,Quick Mart Ltd - Ruai,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102444,Naivasha Self Service Store - Ruai,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101239,Naivasha Self Service Store - BuruBuru,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101243,Naivasha Self Service Store - Jogoo Road,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101320,Quick Mart Buruburu,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102844,Naivasha Self Service Store - T-Square Buruburu,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST102287,Maguna's Super stores (K) Ltd - Jogoo Rd,Modern Trade T2,Dennis Mutwiri,P293,Nairobi East,dennis.kac@kimfay.com
CUST101321,QUICK MART- EMBAKASI,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST101343,Quickmart Fedha,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102261,Naivasha Self Service Store - Embakasi Nyayo,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101233,Naivas Lifestyle CBD,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101864,Naivasha Self Service Store -  Muindi Mbingu,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST102433,Majid Al Futtaim Hypermarkets Ltd - Comet House,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST101340,Quickmart Donholm,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102284,Naivasha Self Service Store - Greenspan Mall,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101154,Cleanshelf Supermarket - Freshmarket,Modern Trade T2,Zipporah Wangeci,P443,Nairobi West,moderntrade.nrb@kimfay.com
CUST102569,Majid Al Futtaim Hypermarkets Ltd - Business Bay Square,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST102231,Maguna's Super Stores (K) Ltd-Pangani,Modern Trade T2,Dennis Mutwiri,P293,Nairobi East,dennis.kac@kimfay.com
CUST101252,Naivasha Self Service Store - Moi Avenue,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101304,Naivasha Self Services Stores - Ronald Ngala,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101475,QUICK MART-PIONEER,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102687,Majid Al Futtaim Hypermarkets Ltd - ST Ellies,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST101269,Naivasha Self Services Store - Eastgate,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST102637,Quick Mart Outering 2,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST101916,Cleanshelf Supermarket - K Mall,Modern Trade T2,Zipporah Wangeci,P443,Nairobi West,moderntrade.nrb@kimfay.com
CUST101126,Dimple Supermarket Ltd,Modern Trade T2,Zipporah Wangeci,P443,Nairobi East,moderntrade.nrb@kimfay.com
CUST101281,Naivasha Self Services Store - Komarock,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101295,Naivasha Self Services Store - Umoja,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST102906,Maguna's Super stores (K) Ltd - Kayole,Modern Trade T2,Dennis Mutwiri,P293,Nairobi East,dennis.kac@kimfay.com
CUST101235,Naivasha Self Service Store -  saika branch,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST102800,Naivasha Self Service Store - Survey Shell,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101146,Chandarana Mobil,Modern Trade T2,Kevin Werunga,P230,Nairobi Key Accounts,kelvin.werunga@kimfay.com
CUST101241,Naivasha Self Service Store - Devlopment House,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101332,Quick Mart Ltd - Mfangano Street,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102233,Naivasha Self Service Store - Aga Khan Walk Branch,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101261,Naivasha Self Service Store - Tassia Branch,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST101345,Quickmart Outering,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST101346,Quickmart Pipeline,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST101319,Quick Mart - Tom Mboya,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST101811,Quick Mart Ltd - OTC Branch,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST102561,Quick Mart Ltd - Nyali,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST102957,Naivasha Self Service Store -Nyali Bazaar,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101148,Chandarana Nyali,Modern Trade T2,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101192,DEFWES Nyali Barracks,Modern Trade T2,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101268,Naivasha Self Services Store - Bamburi,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101490,Quick Mart -Mtwapa,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101820,Quick Mart-Mtwapa Mall,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST102974,Naivasha Self Service Store - Mtwapa,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST102680,Naivasha Self Service Store -Tudor Mombasa,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101139,Chandarana Changamwe,Modern Trade T2,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101187,DEFWES Mariakani,Modern Trade T2,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101432,Naivasha Self Service Store - Kilifi,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST102252,Naivasha Self Service Store - Malindi,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST102638,Naivasha Self Service Store - Malindi Highway,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101250,Naivasha Self Service Store - LIKONI,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101180,DEFWES Kimaru,Modern Trade T2,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101190,DEFWES Mtongwe,Modern Trade T2,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101262,Naivasha Self Service Store - Ukunda,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101414,Majid Al Futtaim Hypermarkets Ltd - Diani branch,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101140,Chandarana Diani,Modern Trade T2,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101254,Naivasha Self Service Store - Mwembe Tayari,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101265,Naivasha Self Service Store-DIGO,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST102273,Quick Mart Ltd - Bandari,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST102571,Naivasha Self Service Store - Bombolulu,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST102724,Majid Al Futtaim Hypermarkets Ltd - Promenade Nyali,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST103011,Chandarana Greenwood Village,Modern Trade T2,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101222,Majid Al Futtaim Hypermarkets Ltd - Nyali branch,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST101253,Naivasha Self Service Store - Nyali Mombasa,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST102985,Majid Al Futtaim Hypermarkets Ltd - Runda,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST103053,Majid Al Futtaim Hypermarkets Ltd -  Rubis Makutano,Modern Trade T1,Lilian Kimeu,P149,Lower Mountain,lilian.kimeu@kimfay.com
CUST103075,Majid Al Futtaim Hypermarkets Ltd- Rhapta Promenade,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST102492,Artcafe Coffee & Bakery Ltd - Market,Modern Trade T2,Kevin Werunga,P230,Nairobi East,kelvin.werunga@kimfay.com
CUST103043,Chandarana Astrol Square,Modern Trade T2,Kevin Werunga,P230,Nairobi Key Accounts,kelvin.werunga@kimfay.com
CUST101144,Chandarana Karen,Modern Trade T2,Kevin Werunga,P230,Nairobi Key Accounts,kelvin.werunga@kimfay.com
CUST100194,Cleanshelf Supermarket,Modern Trade T2,Zipporah Wangeci,P443,Nairobi West,moderntrade.nrb@kimfay.com
CUST103054,Cleanshelf Supermarket - Lavington,Modern Trade T2,Zipporah Wangeci,P443,Nairobi West,moderntrade.nrb@kimfay.com
CUST102230,DEFWES School of Artinary ( SOA ),Modern Trade T2,Zipporah Wangeci,P443,Nairobi Key Accounts,moderntrade.nrb@kimfay.com
CUST100503,Khetia Drapers Ltd,Modern Trade T2,Lawrence Amukhono,P272,North Rift,moderntrade.exec@kimfay.com
CUST103073,Maguna's Super stores (K) Ltd -  Thome,Modern Trade T2,Dennis Mutwiri,P293,Nairobi Central,dennis.kac@kimfay.com
CUST102942,Maguna's Super stores (K) Ltd - Digo,Modern Trade T2,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST103074,Maguna's Super stores (K) Ltd - Membley Express,Modern Trade T2,Dennis Mutwiri,P293,Nairobi West,dennis.kac@kimfay.com
CUST102801,Om Shiv Impex Ltd,Modern Trade T2,Kevin Werunga,P230,Nairobi West,kelvin.werunga@kimfay.com
CUST102930,Patel & Brothers Enterprise Limited,Modern Trade T2,Kevin Werunga,P230,Nairobi West,kelvin.werunga@kimfay.com
CUST101307,Powerstar Supermarket - Hyper,Modern Trade T2,Zipporah Wangeci,P443,Nairobi West,moderntrade.nrb@kimfay.com
CUST101019,The Zoros Company- Rongai,Modern Trade T2,Zipporah Wangeci,P443,Nairobi West,moderntrade.nrb@kimfay.com
CUST102658,Viman Distributors Kenya Ltd,Modern Trade T2,Kevin Werunga,P230,Nairobi East,kelvin.werunga@kimfay.com
CUST102268,Peekaboo Limited,Modern Trade T2,Kevin Werunga,P230,Nairobi West,kelvin.werunga@kimfay.com
CUST100507,Kiddie Kloset,Modern Trade T2,Zipporah Wangeci,P443,Nairobi West,moderntrade.nrb@kimfay.com
CUST101155,Cleanshelf Supermarket - HQ Store,Modern Trade T2,Zipporah Wangeci,P443,Nairobi East,moderntrade.nrb@kimfay.com
CUST102984,Naivasha S.S.S Stores Limited- HQ Center,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
CUST103109,Naivasha Self Service Store - Tatu City,Modern Trade T1,Lucy Wanjiru,P321,Nairobi East,lucy.kac@kimfay.com
CUST103124,Quick Mart  Joska,Modern Trade T1,Georgina Kiilu,P013,Nairobi Key Accounts,georgina.kac@kimfay.com
CUST103148,Cleanshelf Supermarket- Riverside,Modern Trade T2,Zipporah Wangeci,P443,Nairobi Central,moderntrade.nrb@kimfay.com
CUST103147,Maguna's Super Stores (K) Ltd- Kahawa West,Modern Trade T2,Dennis Mutwiri,P293,Nairobi East,dennis.kac@kimfay.com
CUST103143,Maguna's Super Stores (K) Ltd-Kutus,Modern Trade T2,Lilian Kimeu,P149,Upper Mountain,lilian.kimeu@kimfay.com
CUST102865,Jazaribu Retail Limited,Modern Trade T2,Dennis Mutwiri,P293,Nairobi Central,dennis.kac@kimfay.com
CUST102193,Karen Provision Stores Ltd,Modern Trade T2,Kevin Werunga,P230,Nairobi West,kelvin.werunga@kimfay.com
CUST103154,Majid Al Futtaim Hypermarkets Ltd - Sea Angel,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST103165,Maguna's Super stores (K) Ltd - Nakuru.,Modern Trade T2,Lawrence Amukhono,P272,South Rift,moderntrade.exec@kimfay.com
CUST103166,Naivasha Self Service Store - Lucky Summer,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Central,lucy.kac@kimfay.com
CUST103259,Khetia Drapers Ltd- Kahawa,Modern Trade T2,Dennis Mutwiri,P293,Nairobi Central,dennis.kac@kimfay.com
CUST103174,Maguna's Super stores (K) Ltd - Ruiru,Modern Trade T2,Dennis Mutwiri,P293,Nairobi Central,dennis.kac@kimfay.com
CUST103260,Majid Al Futtaim Hypermarkets Ltd- Parklands,Modern Trade T1,Jane Kuria,P076,Nairobi Central,jane.kac@kimfay.com
CUST103249,Majid Al Futtaim Hypermarkets Ltd- Warris Mall,Modern Trade T1,Jane Kuria,P076,Nairobi Key Accounts,jane.kac@kimfay.com
CUST103211,Maguna's Super stores (K) Ltd -Ruaraka,Modern Trade T2,Dennis Mutwiri,P293,Nairobi Central,dennis.kac@kimfay.com
CUST103278,Quick Mart Ltd- Basic Mall,Modern Trade T1,Georgina Kiilu,P013,Nairobi Central,georgina.kac@kimfay.com
CUST102890,Om Shiv Impex Ltd - General Mathenge,Modern Trade T2,Zipporah Wangeci,P443,Nairobi West,moderntrade.nrb@kimfay.com
CUST103216, Quick Mart Ltd - Circle Mall ,Modern Trade T1,Georgina Kiilu,P013, Nairobi Key Accounts ,georgina.kac@kimfay.com
CUST103261,Naivasha Self Service Store -Westbay Mall Redhill,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Central,lucy.kac@kimfay.com
CUST103267,Maguna's Super Stores (K) Ltd-  Nyeri Sokoni.,Modern Trade T2,Lilian Kimeu,P149,Lower Mountain,lilian.kimeu@kimfay.com
CUST103290,Majid Al Futtaim Hypermarkets Ltd- Ngara,Modern Trade T1,Jane Kuria,P076,Nairobi Central,jane.kac@kimfay.com
CUST103270,Naivasha Self Service Store - Magadi Road,Modern Trade T1,Lucy Wanjiru,P321,Nairobi West,lucy.kac@kimfay.com
CUST103313,Majid Al Futtaim Hypermarkets Ltd - Beacon,Modern Trade T1,Jane Kuria,P076,Nairobi East,jane.kac@kimfay.com
CUST103324,Naivasha Self Service Store -Athi river,Modern Trade T1,Lucy Wanjiru,P321,Nairobi East,lucy.kac@kimfay.com
CUST103316,Naivasha Self Service Store -Mihango,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Central,lucy.kac@kimfay.com
CUST103308,Majid Al Futtaim Hypermarkets Ltd - Watamu,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST103309,Quick Mart Ltd- Nakuru Statehouse,Modern Trade T1,Lawrence Amukhono,P272,South Rift,moderntrade.exec@kimfay.com
CUST103326,Quick Mart Ltd- Kitengela 2,Modern Trade T1,Georgina Kiilu,P013,Nairobi East,georgina.kac@kimfay.com
CUST103272,Cleanshelf Supermarket- Rongai freshmarket,Modern Trade T2,Zipporah Wangeci,P443,Nairobi Central,moderntrade.nrb@kimfay.com
CUST103327,Maguna's Super Stores (K) Ltd-  Gilgil,Modern Trade T2,Lawrence Amukhono,P272,South Rift,moderntrade.exec@kimfay.com
CUST103344,Quick Mart Ltd- Likoni,Modern Trade T1,Beryl Muga,P245,Coast,muga.kac@kimfay.com
CUST103350,Maguna's Super Stores (K) Ltd- Laare,Modern Trade T2,Lilian Kimeu,P149,Upper Mountain,lilian.kimeu@kimfay.com
CUST103343,Naivasha Self Service Store -  Ruaka,Modern Trade T1,Lucy Wanjiru,P321,Nairobi Key Accounts,lucy.kac@kimfay.com
